FID,doe_school_code,deewr_id,school_name,level_of_schooling,school_speciality_type,year_ranges,preschool_indicator,school_gender,teaching_staff,non_teaching_staff,total_enrolments,phone,school_email,fax,lga,electorate,federal_electorate,address,suburb,postcode,latitude,longitude,the_geom
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f75,8129,9916,Murwillumbah High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,49,16,504.8,6672 1566,murwillumb-h.School@det.nsw.edu.au,6672 5510,Tweed (A),Lismore,Richmond,Riverview St,Murwillumbah ,2484,-28.336,153.3916,POINT (-28.33603286743164 153.3916473388672)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f74,8132,7614,North Sydney Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,48,10,922.9,9955 1565,northsydbo-h.School@det.nsw.edu.au,9957 6310,North Sydney (A),North Shore,North Sydney,Falcon Street,Crows Nest,2065,-33.8293,151.2077,POINT (-33.8293342590332 151.20773315429688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f73,8133,7615,North Sydney Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,52,12,913,9922 6666,northsydgi-h.School@det.nsw.edu.au,9957 5098,North Sydney (A),North Shore,North Sydney,Pacific Hwy,Crows Nest ,2065,-33.8302,151.2034,POINT (-33.83024215698242 151.2034454345703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f72,8134,11011,Orange High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,70,19,1018.5,6362 3364,orange-h.School@det.nsw.edu.au,6361 3616,Orange (C),Orange,Calare,Woodward St,Orange ,2800,-33.2804,149.0844,POINT (-33.28035354614258 149.08436584472656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f71,8135,7844,Parramatta High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,63,13,858,9635 8644,parramatta-h.School@det.nsw.edu.au,9687 1139,Parramatta (C),Parramatta,Parramatta,Great Western Hwy & Pitt St,Parramatta ,2150,-33.8179,150.9961,POINT (-33.8178825378418 150.99607849121094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f70,8136,8628,St George Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,56,12,919.6,9587 5902,stgeorgegi-h.school@det.nsw.edu.au,9553 8043,Kogarah (C),Kogarah,Barton,Victoria St,Kogarah ,2217,-33.9591,151.136,POINT (-33.95907211303711 151.1360321044922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f6f,8137,5328,Sydney Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,69,16,1194.9,9662 9300,sydneyboys-h.School@det.nsw.edu.au,9662 9310,Sydney (C),Heffron,Wentworth,556 Cleveland Street,Moore Park,2021,-33.8922,151.2189,POINT (-33.89216613769531 151.21890258789062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f6e,8138,5329,Sydney Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,56,10,949.5,9331 2336,sydneygirl-h.School@det.nsw.edu.au,9360 9702,Sydney (C),Heffron,Wentworth,Moore Park,Surry Hills ,2010,-33.8942,151.2204,POINT (-33.89419174194336 151.22036743164062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f6d,8139,9353,Tamworth High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,58,20,661.7,6765 7888,tamworth-h.School@det.nsw.edu.au,6762 1264,Tamworth Regional (A),Tamworth,New England,Willis St,South Tamworth,2340,-31.1058,150.9169,POINT (-31.10576820373535 150.91693115234375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f6c,8140,6430,Taree High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,60,17,873.8,6552 1166,taree-h.School@det.nsw.edu.au,6551 2017,Greater Taree (C),Myall Lakes,Lyne,Albert St,Taree ,2430,-31.9099,152.4639,POINT (-31.909866333007812 152.4638671875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f6b,8141,8595,Sydney Technical High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,62,11,919.4,9587 5899,sydneytech-h.School@det.nsw.edu.au,9553 8315,Rockdale (C),Kogarah,Barton,Forest Rd,Bexley ,2207,-33.9631,151.1143,POINT (-33.96307373046875 151.11434936523438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f6a,8142,10490,Wagga Wagga High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,69,17,1012,6925 3611,waggawagga-h.School@det.nsw.edu.au,6925 5150,Wagga Wagga (C),Wagga Wagga,Riverina,Coleman St,Wagga Wagga ,2650,-35.1244,147.3644,POINT (-35.12443923950195 147.36436462402344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f69,8143,10004,Wollongong High School of the Performing Arts,Secondary School,Performing Arts,Year 7 to Year 12,N,Coed,76,20,1090.6,4229 6844,wollongong-h.School@det.nsw.edu.au,4226 4128,Wollongong (C),Keira,Cunningham,Lysaght St,Fairy Meadow,2519,-34.4064,150.8892,POINT (-34.40643310546875 150.88919067382812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f68,8144,10554,Yanco Agricultural High School,Secondary School,Agricultural,Year 7 to Year 12,N,Coed,33,24,367,6951 1500,yancoag-h.School@det.nsw.edu.au,6955 7180,Leeton (A),Murray,Farrer,259 Euroley Rd,Yanco ,2703,-34.6322,146.3837,POINT (-34.632240295410156 146.38368225097656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f67,8146,11096,Parkes High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,62,22,655,6862 1844,parkes-h.School@det.nsw.edu.au,6862 5046,Parkes (A),Orange,Riverina,Albert St,Parkes ,2870,-33.1388,148.1803,POINT (-33.138824462890625 148.1802520751953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f66,8147,5319,Conservatorium High School,Secondary School,Performing Arts,Year 7 to Year 12,N,Coed,14,5,158.2,9351 1350,conservat-h.school@det.nsw.edu.au,9351 1359,Sydney (C),Sydney,Sydney, Macquarie Street,Sydney,2000,-33.8634,151.2141,POINT (-33.863407135009766 151.21408081054688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f65,8148,10970,Cowra High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,50,17,642.8,6342 1766,cowra-h.School@det.nsw.edu.au,6342 1578,Cowra (A),Cootamundra,Riverina,Dowell St,Cowra ,2794,-33.8141,148.6884,POINT (-33.81413650512695 148.6883544921875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f64,8150,10862,Katoomba High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,48,13,611,4782 2622,katoomba-h.School@det.nsw.edu.au,4782 5976,Blue Mountains (C),Blue Mountains,Macquarie,Martin St,Katoomba ,2780,-33.7274,150.3144,POINT (-33.72740173339844 150.31439208984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f63,8151,6427,Homebush Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,82,18,1155.6,9764 3611,homebushbo-h.School@det.nsw.edu.au,9746 3614,Strathfield (A),Strathfield,Reid,Bridge Rd,Homebush ,2140,-33.8661,151.0771,POINT (-33.866058349609375 151.07713317871094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f62,8152,7776,Burwood Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,73,13,1185.7,9744 1060,burwoodg-h.school@det.nsw.edu.au,9744 2797,Burwood (A),Strathfield,Reid,95 Queen Street,Croydon,2132,-33.8753,151.113,POINT (-33.87531661987305 151.113037109375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f61,8154,9731,Casino High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,58,20,661.6,6662 3077,casino-h.School@det.nsw.edu.au,6662 6390,Richmond Valley (A),Clarence,Page,Queensland Rd,Casino ,2470,-28.8452,153.0437,POINT (-28.84516716003418 153.043701171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f60,8155,10298,Young High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,42,12,523.4,6382 1166,young-h.School@det.nsw.edu.au,6382 1960,Young (A),Cootamundra,Riverina,Campbell St,Young ,2594,-34.3171,148.2917,POINT (-34.317142486572266 148.2917022705078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f5f,8156,10557,Leeton High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,38,11,471,6953 2122,leeton-h.school@det.nsw.edu.au,6953 5085,Leeton (A),Murray,Farrer,Mallee & Myrtle Sts,Leeton,2705,-34.5468,146.406,POINT (-34.54684066772461 146.40597534179688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f5e,8157,6479,Narrandera High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,30,10,250,6959 1744,narrandera-h.School@det.nsw.edu.au,6959 3297,Narrandera (A),Cootamundra,Farrer,Elizabeth St,Narrandera,2700,-34.7442,146.5672,POINT (-34.74420928955078 146.5671844482422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f5d,8159,7622,Willoughby Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,61,11,955.8,9958 4141,willoughbg-h.School@det.nsw.edu.au,9967 2174,Willoughby (C),Willoughby,North Sydney,Mowbray Rd,Willoughby ,2068,-33.8031,151.2,POINT (-33.80312728881836 151.199951171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f5c,8161,6463,Randwick Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,49,9,677.6,9399 3122,randwickb-h.School@det.nsw.edu.au,9399 9546,Randwick (C),Coogee,Kingsford Smith,Rainbow & Avoca Sts,Randwick ,2031,-33.9247,151.2388,POINT (-33.924713134765625 151.23876953125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f5b,8162,9649,Macksville High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,48,13,538,6568 1025,macksville-h.School@det.nsw.edu.au,6568 2802,Nambucca (A),Oxley,Cowper,40 Boundary St,Macksville,2447,-30.7149,152.917,POINT (-30.71494483947754 152.91700744628906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f5a,8163,10712,Penrith High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,58,11,937.7,4721 2674,penrith-h.School@det.nsw.edu.au,4721 2722,Penrith (C),Penrith,Lindsay,High St,Penrith ,2750,-33.7567,150.7065,POINT (-33.75672149658203 150.70654296875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f59,8164,6400,Muswellbrook High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,55,17,750,6543 1033,muswellbro-h.school@det.nsw.edu.au,6543 3927,Muswellbrook (A),Upper Hunter,Hunter,King St,Muswellbrook ,2333,-32.2687,150.8976,POINT (-32.26873779296875 150.89759826660156)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f58,8165,10182,Bega High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,60,21,815.6,6492 9000,bega-h.School@det.nsw.edu.au,6492 3996,Bega Valley (A),Bega,Eden-Monaro,Upper & Eden Sts,Bega ,2550,-36.6785,149.8388,POINT (-36.67845916748047 149.83876037597656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f57,8166,6373,Wyong High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,54,17,733.4,4353 1088,wyong-h.school@det.nsw.edu.au,4351 2591,Wyong (A),Wyong,Dobell,53 Alison Road,Wyong,2259,-33.2813,151.4179,POINT (-33.28132629394531 151.4179229736328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f56,8168,10524,Temora High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,34,14,363,6977 1988,temora-h.School@det.nsw.edu.au,6977 4197,Temora (A),Cootamundra,Riverina,Anzac St,Temora ,2666,-34.4419,147.5395,POINT (-34.441898345947266 147.53952026367188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f55,8169,6428,Strathfield Girls High School,Secondary School,Language,Year 7 to Year 12,N,Girls,70,11,1160.6,9746 6990,strathfieg-h.School@det.nsw.edu.au,9746 3517,Strathfield (A),Strathfield,Reid,Albert Rd,Strathfield ,2135,-33.8739,151.0846,POINT (-33.8739013671875 151.08456420898438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f54,8170,6409,Narrabri High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,46,14,587.2,6792 1633,narrabri-h.School@det.nsw.edu.au,6792 3934,Narrabri (A),Barwon,Parkes,Gibbons St,Narrabri ,2390,-30.3355,149.7827,POINT (-30.335548400878906 149.7826690673828)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f53,8171,10047,Kiama High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,67,17,1087.5,4232 1911,kiama-h.School@det.nsw.edu.au,4233 1437,Kiama (A),Kiama,Gilmore,Saddleback Mountain Rd,Kiama ,2533,-34.6807,150.8472,POINT (-34.680660247802734 150.84719848632812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f52,8173,6365,Wauchope High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,43,17,628.6,6585 1400,wauchope-h.School@det.nsw.edu.au,6585 2445,Port Macquarie-Hastings (A),Oxley,Lyne,Nelson St,Wauchope ,2446,-31.4509,152.7312,POINT (-31.45089340209961 152.7311553955078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f51,8174,6410,Quirindi High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,33,13,393.4,6746 1177,quirindi-h.School@det.nsw.edu.au,6746 2648,Liverpool Plains (A),Upper Hunter,New England,Hill St,Quirindi ,2343,-31.5016,150.6801,POINT (-31.501630783081055 150.68008422851562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f50,8176,8536,Liverpool Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,73,11,1005,9602 0083,liverpool-h.School@det.nsw.edu.au,9822 4351,Liverpool (C),Liverpool,Fowler,Forbes St,Liverpool ,2170,-33.918,150.9315,POINT (-33.91798782348633 150.9314727783203)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f4f,8177,6345,Kurri Kurri High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,57,13,834.6,4937 1877,kurrikurri-h.School@det.nsw.edu.au,4937 3773,Cessnock (C),Cessnock,Paterson,Stanford & Deakin Sts,Kurri Kurri ,2327,-32.8101,151.4863,POINT (-32.810142517089844 151.48629760742188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f4e,8178,10730,Richmond High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,57,20,703,4578 1177,richmond-h.School@det.nsw.edu.au,4588 5885,Hawkesbury (C),Hawkesbury,Macquarie,Lennox St,Richmond ,2753,-33.6005,150.7467,POINT (-33.60053634643555 150.74671936035156)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f4d,8179,6448,Junee High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,22,9,218,6924 1666,junee-h.School@det.nsw.edu.au,6924 1798,Junee (A),Cootamundra,Riverina,Lydia St,Junee,2663,-34.8691,147.5928,POINT (-34.86911392211914 147.59275817871094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f4c,8180,10201,Campbelltown Performing Arts High School,Secondary School,Performing Arts,Year 7 to Year 12,N,Coed,70,12,1117.3,4625 1403,campbellto-h.School@det.nsw.edu.au,4625 5986,Campbelltown (C),Campbelltown,Macarthur,Beverley Rd,Campbelltown ,2560,-34.0601,150.823,POINT (-34.06010818481445 150.8229522705078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f4b,8184,6341,Punchbowl Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,37,8,479,9708 6122,punchbowlb-h.School@det.nsw.edu.au,9796 7921,Bankstown (C),Lakemba,Watson,Kelly St,Punchbowl ,2196,-33.924,151.0529,POINT (-33.92402648925781 151.05294799804688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f4a,8186,8535,Liverpool Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,44,11,564,9602 7979,liverpoolb-h.School@det.nsw.edu.au,9821 4068,Liverpool (C),Liverpool,Fowler,Forbes St,Liverpool ,2170,-33.9172,150.9315,POINT (-33.91715621948242 150.93153381347656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f49,8187,8616,East Hills Girls Technology High School,Secondary School,Technology,Year 7 to Year 12,N,Girls,66,16,999.4,9773 9160,easthillsg-h.School@det.nsw.edu.au,9792 3853,Bankstown (C),East Hills,Banks,Lucas Rd,Panania ,2213,-33.9569,150.992,POINT (-33.95686721801758 150.9920196533203)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f48,8188,9480,Gunnedah High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,43,13,435,6742 0155,gunnedah-h.School@det.nsw.edu.au,6742 4429,Gunnedah (A),Tamworth,Parkes,Marquis St,Gunnedah,2380,-30.9826,150.2488,POINT (-30.982637405395508 150.24876403808594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f47,8189,9754,Kyogle High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,32,8,391.8,02 6632 1300,kyogle-h.School@det.nsw.edu.au,02 6632 2590,Kyogle (A),Lismore,Page,Summerland Way,Kyogle ,2474,-28.6258,153.0015,POINT (-28.62577247619629 153.00152587890625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f46,8190,6416,Cootamundra High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,31,9,306,6942 2711,cootamundr-h.school@det.nsw.edu.au,6942 1516,Cootamundra (A),Cootamundra,Riverina,Poole St,Cootamundra ,2590,-34.6354,148.0172,POINT (-34.63541793823242 148.01719665527344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f45,8191,6434,Corrimal High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,43,15,400,4285 1199,corrimal-h.School@det.nsw.edu.au,4284 0342,Wollongong (C),Keira,Cunningham,Murray Rd,Corrimal ,2518,-34.3742,150.9107,POINT (-34.374244689941406 150.91070556640625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f44,8193,9905,Mullumbimby High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,51,15,617.6,6684 2600,mullumbimb-h.School@det.nsw.edu.au,6684 1993,Byron (A),Ballina,Richmond,9 Jubilee Ave,Mullumbimby ,2482,-28.5586,153.4946,POINT (-28.558568954467773 153.49459838867188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f43,8194,11100,Forbes High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,35,13,356.2,6852 2666,forbes-h.School@det.nsw.edu.au,6851 1071,Forbes (A),Orange,Riverina,18 Wyndham Ave,Forbes ,2871,-33.3646,148.0114,POINT (-33.36459732055664 148.0113525390625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f42,8196,10431,Monaro High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,41,12,488,6452 4611,monaro-h.School@det.nsw.edu.au,6452 3629,Cooma-Monaro (A),Monaro,Eden-Monaro,Mittagang Road,Cooma North,2630,-36.2167,149.134,POINT (-36.21665573120117 149.13401794433594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f41,8197,6456,Wellington High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,36,14,357,6845 2344,wellington-h.School@det.nsw.edu.au,6845 1380,Wellington (A),Dubbo,Calare,Whiteley St,Wellington ,2820,-32.5467,148.9478,POINT (-32.54667663574219 148.94781494140625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f40,8201,14945,Nowra High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,66,22,1010,4421 4977,nowra-h.School@det.nsw.edu.au,4421 3284,Shoalhaven (C),South Coast,Gilmore,Moss St,Nowra ,2541,-34.873,150.6094,POINT (-34.87296676635742 150.60935974121094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f3f,8202,9322,Singleton High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,80,21,1198.6,6571 1199,singleton-h.school@det.nsw.edu.au,6572 4889,Singleton (A),Upper Hunter,Hunter,75-81 York Street,Singleton,2330,-32.5697,151.1776,POINT (-32.56968307495117 151.17759704589844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f3e,8203,8739,Belmont High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,68,22,977,4945 0600,belmont-h.School@det.nsw.edu.au,4947 7531,Lake Macquarie (C),Swansea,Shortland,424 Pacific Highway,Belmont,2280,-33.0271,151.6601,POINT (-33.02714538574219 151.6601104736328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f3d,8204,10035,Dapto High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,71,19,962,4261 1416,dapto-h.School@det.nsw.edu.au,4261 2584,Wollongong (C),Shellharbour,Whitlam,Cleveland Rd,Dapto ,2530,-34.4991,150.7859,POINT (-34.499053955078125 150.78587341308594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f3c,8205,18289,Illawarra Sports High School,Secondary School,Sports,Year 7 to Year 12,N,Coed,56,12,684,4271 1099,illawaspor-h.School@det.nsw.edu.au,4271 3511,Wollongong (C),Wollongong,Whitlam,Gura St,Berkeley ,2506,-34.4809,150.8533,POINT (-34.48085021972656 150.85333251953125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f3b,8206,8615,East Hills Boys High School,Secondary School,Technology,Year 7 to Year 12,N,Boys,55,10,807,9773 7806,easthillsb-h.School@det.nsw.edu.au,9792 3849,Bankstown (C),East Hills,Banks,Lucas Rd,Panania ,2213,-33.9572,150.9941,POINT (-33.95722961425781 150.99411010742188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f3a,8207,7727,Hunters Hill High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,39,6,579.3,9817 4785,huntershd-h.School@det.nsw.edu.au,9816 3297,Hunters Hill (A),Lane Cove,North Sydney,Reiby Rd,Hunters Hill ,2110,-33.8327,151.1485,POINT (-33.83269500732422 151.1485137939453)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f39,8208,7759,Cheltenham Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,77,14,1227.8,9876 4481,cheltenham-h.school@det.nsw.edu.au,9869 8521,Hornsby (A),Epping,Berowra,Beecroft Rd & The Promenade,Beecroft ,2119,-33.7563,151.0741,POINT (-33.75627136230469 151.0740966796875)
